Published,User,Comment,comment_trans
2023-11-17T04:22:43Z,@YantoYanto-wc8pn,Itulah yang harus di bantu drun.....sesamu mu,That's what you have to help you ... your sib is
2023-11-17T04:22:37Z,@noviarestu2299,Ya Alloh kasihan,Yes Allah pity
2023-11-17T04:21:42Z,@riasdwi6888,Usiirr,USIIRR
2023-11-17T04:21:38Z,@arozisokhiwaana9659,"Inilah manusia manusia yg mabuk agama di Indonesia yg SOK PAHLAWAN terhadap palestina, SOK pahlawan ngumpulin dana, Katanya bantuan kemanusiaan, pengungsi rohingnya aja ditolak😂😂😂😂","This is a human being who is drunk religious in Indonesia who pretentiously heroes towards Palestine, pretentious heroes collect funds, he said humanitarian assistance, Rohingnya refugees are just rejected😂😂😂😂😂😂😂"
2023-11-17T04:21:35Z,@cobe2043,Gak sekejam itu warga Aceh.. video mereka di bawa ke camp pengungsian juga sudah banyak beredar.. tapi memang kebanyakan dari mereka tidak menjadikan Aceh Indonesia ini sebagai tujuan..,Not as cruelly as Aceh residents ... Their video brought to the refugee camp has also been circulating a lot ... but indeed most of them do not make Aceh Indonesia this destination ..
2023-11-17T04:21:30Z,@sonyagung4507,"Kemana para Kadrun-Kadrun hanya mau urus Palestina aja, gimana dengan pengungsi rohingya","Where are the Kadrun-Kadrun just want to take care of Palestine, what about Rohingya refugees"
2023-11-17T04:21:18Z,@senjataharam9970,AWAL MULA ISRAEL YA SEPERTI INI SAMA DARI IMIGRAN JADI PENJAJAH ...,The beginning of Israel is like this the same from immigrants to invaders ...
2023-11-17T04:20:40Z,@hendriksitompul1567,"Merinding melihatnya, saya lihat yg anak2 bnyak yg sakit, harusnya diobati dlu, dn diberi bakal obat2 tan. Tks.","Goosebumps seeing it, I see that there are many children who are sick, should be treated, and will be given the drugs. TKS."
2023-11-17T04:20:10Z,@HZH123,"Kemana tujuan mereka nggk jelas makanya mereka minta kerelaan utk tinggal, apalagi mereka muslim bukan kafir dgn dasar keimanan inilah hati kita utk menampung mereka yg mereka sgt butuhkan, beda dgn yahudi yg dipalestina menjajah, tp yg namanya muslim nggk ada menjajah saudara mereka sendri","Where their purpose is not clear, so they ask for willingness to live, especially as Muslims are not infidels on the basis of faith, our hearts to accommodate those they really need, different from Jews who are palestine colonizing, but whose names are Muslim"
2023-11-17T04:19:54Z,@edipurnomo-no3ym,"Dari sini kita paham bahwa kepedulian +62 hanya sebatas di Medsos , klo orang Palestine bnyk yg akhirnya ngungsi ke Indonesia mungkin juga bakal ditolak.<br>Gitu kok waktu itu pada nyalahin Mesir😅😅😅😅","From this we understand that caring +62 is only limited to social media, if the Palestine people who finally evacuate to Indonesia might also be rejected."
2023-11-17T04:19:43Z,@adiw6283,Lho katanya serambi mekkah? memang agama isinya orang-orang munafik .,"Why do you say the porch of Mecca? Indeed, the religion is hypocritical people."
2023-11-17T04:19:29Z,@ILoveYou-uj3vs,"Jujur nih ya, bos di PT gue rata² orang Aceh.<br>Mereka sangat royal ke bawahan²nya, bahkan gaji gue aja 3x lipat dr UMR daerah.<br>Bos gue juga bilang, awal² Aceh menerima Rohingya dengan senang hati, tp makin lama mereka bertindak seenaknya, sampah masyarakat Aceh risih &amp; muak.<br>Giliran di usir malah ngajak ribut.🤦‍♂️🤦‍♂️","Honestly, boss at my PT, the average Acehnese. They are very royal to their subordinates, even my salary is 3 times the regional umr. <br> My boss also said, in the beginning of Aceh received the Rohingya with pleasure, but the longer They act arbitrarily, the garbage of the Acehnese people is uncomfortable & amp; fed up. <br> turn to be kicked out instead invites noisy. 🤦‍♂️🤦‍♂️"
2023-11-17T04:18:43Z,@anggabudiono8151,Dasar manusia berhati iblis 😡<br>Sesama manusia harus saling membantu 🥰,Basic Human Heart Devil 😡 <br> Fellow Humans must help each other 🥰
2023-11-17T04:18:34Z,@ulbertalainodle1691,"Nah bagus mata warga Aceh dah terbuka, mereka kesini untuk merebut rumah, harta, tanah, kalian di masa depan nanti.&quot; Good job Aceh 👍","Well, the eyes of the people of Aceh have opened, they come here to seize houses, treasures, land, you will be in the future. "" Good Job Aceh 👍"
2023-11-17T04:18:00Z,@manihardimanihardi2417,"Masyarakat Indonesia sendiri hidup nya susah masyarakat miskin masih banyak di Indonesia, jangan menambahi beban masyarakat Indonesia, betul kalau ditolak","Indonesian people themselves have a lot of difficult life in the poor there are still many in Indonesia, do not add to the burden of Indonesian people, that's right if rejected"
2023-11-17T04:17:59Z,@ismetsitompul246,Bagus usir saja krn negara asli nya juga myanmar mengusirnya,It's good to get rid of the original country also Myanmar expels him
2023-11-17T04:17:12Z,@masudmandar8491,sebagai seorang muslim..sy usul kpd pemerintah aceh..kan dulu sist<br>emnya di tampung lama . tp sy punya usul..baiknya di tampung 1 minggu . baru carikan lahan pertanian..suruh mereka kerja . biayai dulu..mgkin ada sumbangan dr orang2 kaya di situ untuk kebutuhan mereka sementara buka lahan pertanian..kasi mereka ayam 1 pasang dua pasang..jd bertani dan pelihara ayam juga..jgn malah di usir bos..mereka muslim juga .aduwww,As a Muslim ... SY proposes to the Aceh government ... first the sist <br> the em is accommodated for a long time. But I have a proposal ... better at 1 week. Just find agricultural land ... all of them work. First pay for it ... there is a contribution from the rich people there for their needs while opening agricultural land ... they are 1 pair of chickens two pairs ... JD farming and maintaining chickens too ... don't even get rid of bosses ... they are also Muslims.
2023-11-17T04:16:35Z,@dikakristianm2528,Iya lah... Ntar malah beranak pinak di indo.. Ujung-ujungnya ntar mau jadi lurah lagi 😅😅,"Yes ... later, I have a child in Indo ... in the end, I want to be a lurah again 😅😅"
2023-11-17T04:16:16Z,@nagusame_,"Kasian,mereka ga ada harapan.dimalaysia diusir,di indo ditolak ga tau alasannya kenapa..semoga kalian dapat tempat terindah,ya meski bumi ini punya bersama...","Poor, they have no hope. Dimalaysia was expelled, in Indo, it was rejected, not knowing the reason why ... hopefully you can get the most beautiful place, yes even though this earth has together ..."
2023-11-17T04:16:10Z,@junjunarto9570,Setuju keputusan tepat warga aceh,Agree on the right decision of the Acehnese citizens
2023-11-17T04:16:07Z,@bagmalon,Imigran nanti.netap trus gak mau.balik..trus.klaim itu tanah leluhur..trus bikin aturan sendiri...jadi ingat prancis..belgia...australia,Immigrants later.netap then don't want to. Reverse..tus.klaim is ancestral land ... then make your own rules ... so remember France ... Belgia ... Australia
2023-11-17T04:15:29Z,@erickzulhamri2140,"Suku Rohingnya itu sering buat masalah, makanya dibanyak negara mereka ditolak, ternasuk di Malaysia<br>Kalo muslim Indonesia beda, yg penting seiman maka harus dibela, walau teroris sekalipun....","The Rohingnya is often for problems, so in many of their countries are rejected, including in Malaysia if Indonesian Muslims are different, the important thing is that it must be defended, even though terrorists ..."
2023-11-17T04:15:10Z,@koped213,Bawa ke pbb,Bring it to the United Nations
2023-11-17T04:15:05Z,@el-gh7lb,Bantulah kan sesama kaum koq diabaikan😅😅😅,"Help, fellow people are ignored"
2023-11-17T04:14:38Z,@rahmatbuser8404,Do kasian.. Daripada pemerintah korupsi lebih baik uangnya buat pengungsi,Do not ... than the government of corruption is better for refugees
2023-11-17T04:14:37Z,@QiuQiuChannel-ni3xj,"Minta Bantu boleh, kalo menetap pasti kuasai lahan warga 😗","Asking for help, if you settled it would be to control the land of the residents 😗"
2023-11-17T04:14:34Z,@mariahmohdsaid4570,"Jangan datang ke Negara kami Malaysia, di Malaysia sudah terlalu ramai pendatang asing, kami sudah tidak mampu untuk menampung mereka semua,","Don't come to our country Malaysia, in Malaysia, we are too crowded, we are unable to accommodate them all,"
2023-11-17T04:14:03Z,@sofiafia1042,Ya Allah...sedih banget nasib mereka....,O Allah ... very sad their fate ....
2023-11-17T04:13:42Z,@wanwan5660,Knp di usir??? Sesama muslim kok gitu,Why is it kicked out ??? Fellow Muslims like that
2023-11-17T04:13:09Z,@cumplunk879,smoga slamat sampai tujuan,good luck to the destination
2023-11-17T04:12:33Z,@Kuaro-wn3fi,Ya harus gt sbnrya se kasihan tp gmn lagi kl makin lama makin bnyk susah jg,"Yes, I have to do it, it's sorry, but how come it's getting more and more difficult too"
2023-11-17T04:12:09Z,@HerMan-qn6dp,Kasian tolonglah pemerintah,Sorry for the government
2023-11-17T04:12:03Z,@tengkuharis9273,"woy aceh...mreka saudaramu!knp kau tolak..<br>apa masalahmu!<br>setidaknya,beri mereka nginap untuk beristirahat dan berpkir bagaimana langkah baiknya.jangan langsung di usit..","Woy Aceh ... They are your brother! Why are you rejecting .. <br> What is your problem! At least, give them staying to rest and predict how good the steps are. Don't be directly at Usit .."
2023-11-17T04:11:59Z,@user-pq5so5kh1u,Apa bedanya kemanusian palestina sama rohingya tp menurutku pemerintah indo kurang memperhatikan rohingya yg jls udah didepan mata.,What is the difference between Palestinian humanity and Rohingya but I think the Indo government is not paying attention to the Rohingya who are already in front of my eyes.
2023-11-17T04:11:56Z,@velopelope1368,"Warga Aceh belajar dr pengalaman.. sebelum2nya mereka diterima dg tangan terbuka, diperlakukan dg baik, dikasih tempat tinggal makan minum dll, meski sudah diperingatkan oleh saudara2 qta d Malaysia ttg watak mereka, tp alasan kemanusiaan n se-aqidah lebih diutamakan waktu itu.. yg terjadi selanjutnya mereka malah memfitnah n menjelek2kan warga Aceh n juga pemerintah Indonesia.. kasian sih liat kondisi mereka terombang-ambing dlaut terutama yg anak2, tp ya gimana lg klo kepercayaan sdh  dinodai susah bro","Aceh residents learned from experience ... before that they were accepted with open hands, treated well, given a place to eat and drink, etc., even though they had been warned by the siblings in Malaysia about their character, but the reasons for humanity n Se-aqidah were prioritized at that time .. what happened next they even slandered and vilified the people of Aceh and also the Indonesian government ... sorry, they saw their condition oscillated, especially those who were children, but what would I do if the trust had been todded, bro"
2023-11-17T04:11:18Z,@SANG.MANTAN,Usir Aja.. Lama Kelamaan Mereka Semua Akan Ber DUSTA .!!!<br> Mereka Semua Punya Pemimpin dan Negara Masing&quot;..<br> Tidak Gampang Singgah di Negara Lain.<br>.<br> Kita Punya Hak Warga Negra.<br>Urusin warga Sendiri Aja Masih Keteter.,Just drive away ... over time they will all lie. !!! <br> They all have their respective leaders and countries. . <br> Just take care of the residents themselves are still keteter.
2023-11-17T04:10:46Z,@shanumtv4480,negara wajib mendeportasi,The state must deport
2023-11-17T04:10:03Z,@andryan-_-ofisial3452,lama2 warga rohingnya dtang smua k&#39;indonesia.. pusing pmerintah ambil uang d&#39;mna??? ujung2 rakyat yg d&#39;peraaasss. ....!!!!,for a long time the Rohingnya residents are all K /#39; Indonesia .. Dizzy government to take money d &#39; mna ??? The ends of the people who are D &#39; Peaaasss. .... !!!!
2023-11-17T04:09:32Z,@dorirenaldi8751,Serba salah sih..,It's all wrong ..
2023-11-17T04:08:59Z,@HeryrupatHery-hx2wm,"Antar kan di negara asal nya ,gx layak orang kayak gini d trima","Delivery in the country of origin, GX is worthy of people like this"
2023-11-17T04:08:53Z,@user-eu7ln5zt6e,YA..INI BENAR. JGN TAMPUNG..NNT MALAH DATANG LG....WALAUPUN KASIHAN...TP.....,Yes ... this is right. Don't accommodate ... nnt instead come again .... even though sorry ... but ...
2023-11-17T04:08:44Z,@ATAPOLOchanel,Pengungsi bikin cemas.... Bikin negara merugi... Ini bukan terdampar tapi memang aceh tujuannya,Refugees make anxious .... making the country lose money ... this is not stranded but indeed Aceh's goal
2023-11-17T04:08:26Z,@dysanahsan,Kasian mereka.. kan sama² Muslim😢,Poor them .. the same Muslim😢
2023-11-17T04:07:22Z,@aditsaputra6763,Semoga mereka selamat ...,I hope they survived ...
2023-11-17T04:07:21Z,@taliban..,Demi kemanusian warga harus menerima mereka dengan hati terbuka.,"For the sake of humanity, residents must accept them with an open heart."
2023-11-17T04:06:54Z,@zulkiplianun980,Tolak aja. Biar tidak buat kacau diaceh.,Just refuse. So as not to make me chaotic.
2023-11-17T04:06:54Z,@AdiLaksamana-ym7sc,Ya Allah lindungilah mereka ya Allah 😢😢😢😢😢,O Allah protect them O Allah 😢😢😢😢😢
2023-11-17T04:06:43Z,@rakyat_jelata.,"TUMBEN DITOLAK.,.🤣🤣🤣🤣🤣 BIASANYA DIJAMU DAN DIBERIKAN TEMPAT TINGGAL YANG LAYAK....!!!!","Tumben is rejected.,."
2023-11-17T04:06:42Z,@nekonimenekonime5711,Bikin rusuh aja menerima pengungsi ilegal pulangkan aja  dari pada mereka gak keurus malah jadi biang penyakit 😂😂😂,Just make a riot accepting illegal refugees just put it out than they don't get along with the culprit 😂😂😂
2023-11-17T04:06:11Z,@santoeto8484,Kejam.massa allah... bersandar bekal di akrat aja.... di tolak....,Cruel.MANSA ALLAH ... leaning on the provisions in Akrat ... Rejected ....
2023-11-17T04:06:06Z,@awkicauchannel9164,Bagusss..demi masa depan,Goods ... future
2023-11-17T04:05:37Z,@ceki1460,Tolong aja semampuhnya.Mereka itu tujuanya bukan ke indonesia.klw tidak ke australia ke malaysia mencari kehidupan yg lebih baik,Please just as much as possible.
2023-11-17T04:05:27Z,@andryan-_-ofisial3452,ad PR untk pemerintah kirim bntuan....,there is a government for the government to send it ...
2023-11-17T04:05:24Z,@SumariyahSorong-gx2dx,Dong liat Palestina lama lama. Hbis,Please see a long time old Palestine. Hbis
2023-11-17T04:05:03Z,@remintong2930,"masyarakat indonesia aja sdh di anjurkan utk cukup 2 anak aja, utk membatasi membludaknya manusia , ini mlh menerima pengungsi lagi<br>jadi tdk perlu menerima pengungsi ini, karena pengungsi seperti ini akan lbh cepat berkembang melebihi pribumi, perempuan mreka ini msh mampu melahirkan 9 kali utk 1 perempuan, sementara permpuan kita sdh malas melahirkan paling2 dua kali melahirkan sdh capek.<br>jadi jgn coba2 menerima pengungsi ini utk menjaga kenyaman keturunan kita kelak.<br>cukup membantu semampu kita seperti makanan dll.","Indonesian people are recommended for enough 2 children, to limit human booming, this is MLH accepting refugees again <br> so there is no need to accept this refugee, because refugees like this will quickly develop more than the natives, these women are still able to give birth 9 times for 1 woman, while our perpplies are lazy to give birth at most or twice tired. So don't try to accept this refugee to maintain the comfort of our offspring later."
2023-11-17T04:04:37Z,@SumariyahSorong-gx2dx,Dong liat i,Please see i
2023-11-17T04:04:21Z,@pengamatpolitik123,"Pemerintah dan msyarakat harus tegas, jangan sampe mereka jadi bomerang dikemudian hari..<br>Beri bantuan saja terus suruh keaustralia saja yg tanahnya masih luas","The government and society must be firm, not until they become a bomement in the future .. <br> Just give help continue to be told to be solemn whose land is still wide"
2023-11-17T04:04:17Z,@fatoni7158,"Tolak aja gpp , masa lagi dan lagi .... udah cukup yg dulu itu saja , suruh ke thai / philip dan negara lain , takod nanti jd kayak israel gk tau diri","Just refuse GPP, the time again and again ... it's enough for the past, told Thai / Philip and other countries, not later like Israel not knowing yourself"
2023-11-17T04:04:14Z,@YaronSuriah,suruh ngungsi aja ke gaza kan sdh kosong aman😁hamas palestina sudah TKO😆😆,"Just tell me to go to Gaza, it's already empty safe, Palestine, it's already TKO."
2023-11-17T04:04:01Z,@user-pw9kv1fg7k,"😂😂😂😂😂😂😂😂😂😂😂😂, sesama muslim koh ditolak, kasian urus negara ngga bisa eh malah ingin urus timur tengah. Goblok goblok","😂😂😂😂😂😂😂😂😂😂😂😂, fellow Muslims KOH rejected, sorry to take care of the country that can't even want to take care of the Middle East. Stupid, stupid"
2023-11-17T04:03:35Z,@SumariyahSorong-gx2dx,Betul nanti org Indonesia lama lama terdesak dan ksik bantuan srh pergi,It is true that Indonesian people will be pressed for a long time and the SRH assistance will leave
2023-11-17T04:03:31Z,@user-bp4fc5ee1g,Lanjutkan perjalanan kalian ke timur tengah,Continue your journey to the Middle East
2023-11-17T04:03:26Z,@zerygerygery5823,"Urusan yg gini MUI,RUMAH ZAKT SERTA PA212,FPI DAN BAZNAS😊😅😮😢🎉😂TAPI MEREKA OGAH  NOLAK GAK ADA UNTUNG GURUS ROHINGYA BEDA DGN PALESTINA SEBAB SURGA ADA DIPALESTINA BUKAN DI ROHINGYA","Affairs that are MUI, Zakt House and PA212, FPI and Baznas😊😅😮😢🎉😂 But they are unwilling to refuse there is no profit from the Rohingya different from Palestine because heaven is dipalestine not in the Rohingya"
2023-11-17T04:03:21Z,@semesta-alam,"Jahat pulak, mereka manusia cari solusi bukan main usir2 saja mereka juga manusia muslim lagi agama mereka itu.","Evil pulak, they are human looking for solutions not to play just kick out their Muslims again their religion."
2023-11-17T04:03:02Z,@gugunaldo9022,nyamar negara kurang ajar..suruh plg lg jgn k kmbli d indonesia...bikin bbn,disguised the country insolent ... all the plg lades don't kmbli d Indonesia ... make bbn
2023-11-17T04:02:52Z,@neovachirawit7322,Jangan seperti malaysia.sekarang jadi seperti balnglesia😂,Don't be like Malaysia. Now it becomes like Balnglesia😂
2023-11-17T04:02:20Z,@Gokong01397,DATANG.... PINJAM 100 rb. ⛵⛵⛵,Come .... borrow 100 rb. ⛵⛵⛵
2023-11-17T04:02:10Z,@SumariyahSorong-gx2dx,Negara ksh kembali ke negarany,KSH Country Returns to NEGARANY
2023-11-17T04:01:47Z,@hijabfaradifa9639,Hanya negara malaysia yg mau menerima pelarian rohingya disini pelarian bisa bebas bekerja usaha jualan dan buka bengkel,Only Malaysian countries are willing to accept Rohingya escapes here can run away from working and open a workshop business
2023-11-17T04:01:09Z,@AdiKusuma-vm3gv,"Kasihan mereka<br>Saudara kita di Palestina, kita bantu sebisa mgkn walupun letaknya jauh<br>Tp ini sudah di depan mata kita<br>Ayok saudara muslim","Sorry for them <br> our brothers in Palestine, we help as much as possible even though it is located far <br> but this is in front of our eyes <br> let's Muslim brothers"
2023-11-17T04:01:07Z,@juragan865,katanya saudara seiman😂😂😂,he said brothers and sisters
2023-11-17T04:00:23Z,@cluefamily5452,"Salah sendiri terlalu baik,😂😂😂😂😂,kasih dah makan terus tuh si Rohingya,jutaan orang Rohingya akan ke aceh😂😂😂😂","Wrong itself is too good, 😂😂😂😂😂, love you have to eat the Rohingya, millions of Rohingya people will go to Aceh😂😂😂😂"
2023-11-17T04:00:02Z,@rickyyapett413,"Bagus tu pak beri bantuan lalu suruh mereka pulang saja,","Good, sir, give help then tell them to go home,"
2023-11-17T03:59:52Z,@zerygerygery5823,Sesama islam ditolak beda dgn palestina😊😅😮😢😢🎉😂anis ini bukan bangsa yaman siria sekampung senenek moyangnya pura gak tau cuek gak ada untuntnya buat anis gurus umat islam diluar yaman siria kalau umat islam indonesia kayakaya dunggu bisa dibodohi😊😅😮😢🎉😂,"Fellow Muslims are rejected differently from Palestine, this is not the nation of Yemen, the sekampung Senenek Senenek Pura does not know that there is no ignorance for Anis Gurus Muslims outside of Yemen, if Indonesian Muslims like and waiting can be fooled. 😂"
2023-11-17T03:59:45Z,@cluefamily5452,"Idih malah dibantuin, biarin aja balikin aja negaranya, malah keenakan","Idih is even helped, just let it just return the country, even comfortable"
2023-11-17T03:59:23Z,@user-lw2im3ym8d,Seharusnya Indonesia sudah berani melakukan operasi militer di Myanmar.,Indonesia should have dared to carry out military operations in Myanmar.
2023-11-17T03:59:02Z,@kuramakoicentre4284,"Betul. Melihat dari prilaku mereka di negara tetangga seperti kurang sopan dan invasif. Cukup beri bekal makan,pakaian lalu pulangkan ke negara asalnya. Mereka tidak boleh lari dari tanah lahir mereka","Right. Seeing from their behavior in neighboring countries such as impolite and invasive. Just give you eating, clothes and then return to their home country. They must not run away from their birth land"
2023-11-17T03:58:11Z,@cluefamily5452,"Bener tolak aja, bisa 2 juta orang, kasih makan dia aja,makanya jangan terlalu baik, bisa segerombolan ke indonesia😂😂😂","Really just refuse, can be 2 million people, just give him food, so don't be too good, can be a bunch to Indonesia😂😂😂"
2023-11-17T03:58:09Z,@yajdadhudan4079,"betul, bantu lalu usir,  mereka katanya tdk baik","That's right, help then get rid of, they say it's not good"
2023-11-17T03:58:05Z,@juraganchilik935,Rusia masih kekurangan manusia... mungkin bisa mengisi kota yg kosong,Russia still lacks humans ... maybe it can fill an empty city
2023-11-17T03:57:49Z,@ciptaan_ayah_ibu,"emang mau kemana? australia juga menolak sih.. myanmar banglades kntI... klo mau di indonesia wajib jadi wn yg baik &amp; disteril biar gk nambah , lahan indonesia subur airnya banyak ikan, kasih aja pancingan, batang tebu, batang singkong, benih sayuran, mereka pasti survive","Where are you going? Australia also refused ... Myanmar Banglades know ... if you want to be in Indonesia, it must be a good WN & amp; sterile so that it doesn't add, Indonesia's fertile land has a lot of fish, just love pans, sugar cane, cassava stems, vegetable seeds, they must be surviving"
2023-11-17T03:56:45Z,@PutraPutra-fe7hf,"Korban kbejTan.penguasa dolim.yanmar,,,","Victim kbejtan. Ruler dolim.yanmar ,,,"
2023-11-17T03:56:24Z,@kukang23,"Apa sih susahnya membawa pengungsi Rohingnya ke Indonesia ( coba tanya si Lem Aibon )  dia banyak solusi dan sangat manusiawi ....  mungkin coba di berangkatkan ke Jakarta , ke rumah si Lem Aibon ... sana banyak dana kelebihan bayar honor guru yg nilainya triliunan ..","What is the difficulty of bringing his Rohing refugees to Indonesia (try asking the Aibon glue) he has a lot of solutions and is very human ... maybe try to depart to Jakarta, to the house of the Aibon Lem ... there is a lot of overpaying funds for teachers who are trillions .."
2023-11-17T03:56:14Z,@shizuka_0584,"Bagus itu yg harus dilakukan, bantu mereka bukan berarti harus merampas hak warga aceh","Good that must be done, helping them does not mean having to take the rights of Acehnese citizens"
2023-11-17T03:55:14Z,@user-oc9px2np7l,"Satuju dengan warga aceh ,waspda kitu","Oneju with Acehnese citizens, Waspda Kitu"
2023-11-17T03:55:04Z,@downline468,Baru sadar ternyata 😂,Just realized it turns out 😂
2023-11-17T03:55:03Z,@andreassudarman8283,Di Jakarta pada treak2 bela Rohingya.. Sodara seiman tuh...,In Jakarta on the trial of the Rohingya ... sodara in the faith ...
2023-11-17T03:53:15Z,@iyansmulyanaputra2061,"Tidak ada di dunia ini manusia yg benar baik, smuany munafik, ada manusia yg sdang di timpa musibah malah di usir, coba kordinasikan dng pihak berwenang yaitu bagian transmigran yg mengurusny","Nothing in this world is a good human being, a hypocrite, there are humans who are in the air of disaster, even koordinated with the authorities, namely the transmigrant section that takes care of it"
2023-11-17T03:53:13Z,@valentinoyohanis7064,"Jangan mau diterima, nanti kita yang bakal kesusahan. Sudah kejadian di eropa dan amerika, pengungsi malah menjadi ancaman penduduk lokal","Don't want to be accepted, later we will be in trouble. Already incident in Europe and America, refugees actually become a threat to local residents"
2023-11-17T03:53:09Z,@DuelLinksSkuy,ini orang rohingya ni banyak masalah memang harusnya diusir saja biar mereka balik kenegara mereka<br>warga aceh sudah belajar dari kesalahan sempat nampung si ROHINGYA di aceh tapi mereka malah NGELUNJAK <br>kerja bagus sekarang warga aceh sudah mengerti kenapa mereka tidak diterima oleh negara negara tetangga kita<br>klo ngomong soal kemanusiaan orang aceh juga banyak yg susah klo ketambahan mereka ya tambah susah intinya pasti ada yg aneh sama gerombolan orang orang itu sampe negara lain aja ogah nampung.,"This Rohingya have a lot of problems, it should be expelled so that they return their country <br> Acehnese people have learned from mistakes to accommodate the Rohingya in Aceh, but they even supported the good work now the Acehnese people already understand why they were not accepted by the State Our neighboring country <br> if talking about the humanity of Acehnese people is also difficult if the addition of them, yes, it is even more difficult, there must be something strange with the hordes of people until other countries unwilling to accommodate."
2023-11-17T03:53:01Z,@AbdulHalim_74,Jangan jadi macam kami di Malaysia mereka sudah besar kepala,Don't be like us in Malaysia they are already big -headed
2023-11-17T03:52:36Z,@ramanugrahajaya,"Breuh ka habeh, apa aceh ka sadar..","Breuh ka habeh, is Aceh aware .."
2023-11-17T03:51:41Z,@lova7088,Kita bisa memberikan donasi tapi tidak untuk menetap. Kita belajar banyak dari sejarah Palestine Israel. Boleh singgah tapi TIDAK boleh menetap,We can make donations but not to settle. We learn a lot from the history of Palestine Israel. May stop but not settled
2023-11-17T03:51:15Z,@martinuskolin800,😂😂😂😂 serambi mekah Indonesia ko bisa menolak saudara seiman se fans pipis onta 😂😂😂,😂😂😂😂 The porch of Indonesian Mecca can refuse siblings in the fans of pee.
2023-11-17T03:51:09Z,@jaelodondongolodon6768,"Akibat ga pake KB, banglades penuh pindah  ke myanmar, skrg pindah k aceh masih kosong dan LUAAS😂😂😂","As a result of not using KB, Banglades is full of moving to Myanmar, now moving to Aceh is still empty and luaas😂😂😂"
2023-11-17T03:51:07Z,@ririspristyadhana4104,"jangan sampai seperti malaysia menyesal krn mengizinkan warga rohingya menetap, mengungsi boleh baik boleh, menetap jgn, apalagi jd WNI","Do not let Malaysia regret because it allows Rohingya residents to settle, evacuating may be good, don't stay, especially if you"
2023-11-17T03:49:58Z,@MochNoer-fn2lr,Terima saja buat pasukan pertanian KTP sementara kode rohiniya,Just accept for the KTP agricultural force while the Rohinya code
2023-11-17T03:49:56Z,@gudangtarling7591,Nangis aku melihat mereka berjuang  bertahan hidup😢😢😢,Crying I see them struggle to survive😢😢😢
2023-11-17T03:49:54Z,@endrydarty1205,"Di palestin lahi perang warga dari negara 8ni dateng terus mungkin sengaja di siruh ganggu 8ndonesa biar ngga bisa membatu palstin ,ada aja ngga abis dari degara 8tu dateng paling suruha biar indinesa kewalah cara membagu batuwan aneh","In Palestin Lahi War of citizens from the country 8ni came and could be deliberately in the gathering to disturb 8ndonesa so that they could not help the paltin, there was no time from the dateng dateng."
2023-11-17T03:49:49Z,@OJOLZCHANNEL,Kasihan,Pity
2023-11-17T03:49:35Z,@nn4768,"wah, semakin banyak penduduk kita nih 😂","Wow, the more our population 😂"
2023-11-17T03:49:29Z,@mr.jamesbond1514,"Aceh merupakan wilayah muslim terbesar.<br>Ayo dong terima saudara seiman kau itu, masa bela Palestina, tdk bela Rohingya juga dong.<br>Akh macam mana kau ini bah?","Aceh is the biggest Muslim area. Come on, please accept your faith, you are the Palestinian Defending, don't defend the Rohingya too. <br>"
2023-11-17T03:47:53Z,@akbar123S,"Rohingya masih sedarah banglades,,,waduhhhh","Rohingya are still in blood Banglades ,,, wowhhhhhhhhhhhhhhhhhhh"
2023-11-17T03:47:46Z,@fajarsidiq8773,"Membantu itu wajib, tp jgn tetap kita harus mempertahankan hak kita.","Helping is mandatory, but don't still have to maintain our rights."
2023-11-17T03:47:10Z,@jaelodondongolodon6768,2 juta orang palestina mau ke aceh 😂😂😂,2 million Palestinians want to go to Aceh 😂😂😂
2023-11-17T03:46:37Z,@abetmanjorang8019,"Pengungsi Rohingga juga kan muslim,kenapa di tolak?,kok Palestina di bela...","Rohingga refugees are also Muslim, why is it rejected?, How come Palestine in Bela ..."
2023-11-17T03:46:30Z,@gaffarchanel3371,Y Alloh kasian manusia hrs memanusiakan ap lagi saudara muslim,Y Allah Poor Humans must humanize more Muslim brothers
2023-11-17T03:46:26Z,@sunriseseluler157,"Kenapa sasaran mereka aceh?? <br>Tapi untung warga aceh sekarang sudah cerdas, warga rohingnya balik ke bangladesh daerah asal mereka juga ditolak..","Why is their target Aceh ?? <br> But fortunately the Acehnese citizens are now smart, the Rohingans are back to Bangladesh the area of ​​their origin is also rejected .."
2023-11-17T03:46:20Z,@mommyfatih056,Pngungsi itu menjalankan kwajibannya tuk mnghindari kedzaliman..<br>Sungguh bumi ini milik Allah..<br>Smoga mndpt pnyelesaian yg baik,The functioning is running for his day to avoid tyranny .. <br> Really this earth belongs to Allah .. <br> Hopefully a good completion
2023-11-17T03:45:35Z,@mr.jamesbond1514,"Allah telah membongkar aib para kadrun yg cuma manis dibibir saja.<br>Yg dekat saja ditolak, kok yg jauh mau diterima ?<br>Sehat tah?",God has dismantled the disgrace of the Kadrun who are just sweet lips.
2023-11-17T03:45:23Z,@tanamanhias2258,Jangan ada orang asing yg mau netap di Aceh buat nambahin beban aja,Don't be strangers who want to be blind in Aceh to add the burden
2023-11-17T03:43:51Z,@sussysusanty7197,Semua ada aturanya jgn sampe wilayah aceh di kuasai pendatang lebih baik mencegah,"All have the rules of not until the territory of Aceh is controlled by migrants, it's better to prevent"
